day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,spread,mid,BB_upper,BB_lower,BB_mid,micro_price,total_volume,cum_vwap,EMA_12,EMA_26,bid_vol_total,ask_vol_total,vol_imbalance,mid_return
-2,1500,EMERALDS,9992,12,9990,25,,,10008,12,10010,25,,,10000.0,0.0,16,10000.0,10001.75,9997.75,9999.75,10000.0,24,9999.83042394015,9999.838288354058,9999.83992033052,37.0,37.0,0.0,0.0
-2,1600,EMERALDS,9992,15,9990,23,,,10008,15,10010,23,,,10000.0,0.0,16,10000.0,10001.704990882645,9997.824420882062,9999.764705882353,10000.0,30,9999.84222737819,9999.86316706882,9999.851778083814,38.0,38.0,0.0,0.0
-2,1700,EMERALDS,9992,12,9990,28,,,10008,12,10010,28,,,10000.0,0.0,16,10000.0,10001.663395860942,9997.892159694613,9999.777777777777,10000.0,24,9999.85054945055,9999.884218289,9999.862757485012,40.0,40.0,0.0,0.0
-2,1800,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0,16,10000.0,10001.624799555175,9997.954147813245,9999.78947368421,10000.0,28,9999.859213250518,9999.902030859923,9999.872923597233,38.0,38.0,0.0,0.0
-2,1900,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0,16,10000.0,10001.588854382,9998.011145617998,9999.8,10000.0,22,9999.865346534654,9999.917103035319,9999.882336664105,36.0,36.0,0.0,0.0
-2,2000,EMERALDS,9992,10,9990,30,,,10008,10,10010,30,,,10000.0,0.0,16,10000.0,10001.555266931411,9998.063780687635,9999.809523809523,10000.0,20,9999.870476190476,9999.929856414501,9999.891052466763,40.0,40.0,0.0,0.0
-2,2100,EMERALDS,9992,13,9990,20,,,10008,13,10010,20,,,10000.0,0.0,16,10000.0,10001.523787549027,9998.112576087336,9999.818181818182,10000.0,26,9999.876588021778,9999.940647735348,9999.89912265441,33.0,33.0,0.0,0.0
-2,2200,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0,16,10000.0,10001.49420226898,9998.157971644065,9999.826086956522,10000.0,28,9999.88255613126,9999.949778852986,9999.90659505038,39.0,39.0,0.0,0.0
-2,2300,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0,16,10000.0,10001.46632649519,9998.200340171477,9999.833333333334,10000.0,22,9999.886855241264,9999.957505183296,9999.913513935537,39.0,39.0,0.0,0.0
-2,2400,EMERALDS,9992,13,9990,30,,,10008,13,10010,30,,,10000.0,0.0,16,10000.0,10001.44,9998.24,9999.84,10000.0,26,9999.891547049441,9999.964042847405,9999.919920310682,43.0,43.0,0.0,0.0
-2,2500,EMERALDS,10000,8,9992,14,9990.0,21.0,10008,14,10010,21,,,10004.0,0.0,8,10004.0,10002.262741699798,9997.737258300202,10000.0,10002.90909090909,22,10000.030816640987,10000.58495933242,10000.222148435816,43.0,35.0,0.10256410256410256,0.00039999999999995595
-2,2600,EMERALDS,9992,15,9990,21,,,10008,15,10010,21,,,10000.0,0.0,16,10000.0,10002.218800784902,9997.781199215098,10000.0,10000.0,30,10000.029455081001,10000.49496558897,10000.205692996125,36.0,36.0,0.0,-0.0003998400639744215
-2,2700,EMERALDS,9992,15,9990,26,,,10008,15,10010,26,,,10000.0,0.0,16,10000.0,10002.177324215809,9997.822675784191,10000.0,10000.0,30,10000.02820874471,10000.418817036822,10000.190456477894,41.0,41.0,0.0,0.0
-2,2800,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0,16,10000.0,10002.1380899353,9997.8619100647,10000.0,10000.0,26,10000.027210884355,10000.354383646541,10000.176348590643,41.0,41.0,0.0,0.0
-2,2900,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0,16,10000.0,10002.100902925757,9997.899097074243,10000.0,10000.0,30,10000.02614379085,10000.299863085535,10000.163285732076,45.0,45.0,0.0,0.0
-2,3000,EMERALDS,9992,12,9990,26,,,10008,12,10010,26,,,10000.0,0.0,16,10000.0,10002.065591117978,9997.934408882022,10000.0,10000.0,24,10000.025348542458,10000.253730303144,10000.151190492663,38.0,38.0,0.0,0.0
-2,3100,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0,16,10000.0,10002.032002032003,9997.967997967997,10000.0,10000.0,24,10000.024600246003,10000.214694871891,10000.13999119691,35.0,35.0,0.0,0.0
-2,3200,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0,16,10000.0,10002.0,9998.0,10000.0,10000.0,22,10000.023952095808,10000.1816648916,10000.12962147862,37.0,37.0,0.0,0.0
-2,3300,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0,16,10000.0,10001.96946385567,9998.03053614433,10000.0,10000.0,30,10000.023121387283,10000.153716446737,10000.12001988761,35.0,35.0,0.0,0.0
-2,3400,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0,16,10000.0,10001.940285000292,9998.059714999708,10000.0,10000.0,20,10000.022598870057,10000.130067762624,10000.111129525565,32.0,32.0,0.0,0.0
-2,3500,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0,16,10000.0,10001.912365774935,9998.087634225065,10000.0,10000.0,20,10000.022099447513,10000.110057337604,10000.102897708857,39.0,39.0,0.0,0.0
-2,3600,EMERALDS,9992,10,9990,26,,,10008,10,10010,26,,,10000.0,0.0,16,10000.0,10001.885618083164,9998.114381916836,10000.0,10000.0,20,10000.021621621621,10000.093125439511,10000.09527565635,36.0,36.0,0.0,0.0
-2,3700,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0,16,10000.0,10001.859962219902,9998.140037780098,10000.0,10000.0,22,10000.021119324181,10000.078798448816,10000.088218200322,36.0,36.0,0.0,0.0
-2,3800,EMERALDS,9992,11,9990,27,,,10000,9,10008,11,10010.0,27.0,9996.0,0.0,8,9996.0,10002.135615223062,9997.65925657181,9999.897435897436,9996.4,20,9999.937952430197,9999.451290995152,9999.78538722252,38.0,47.0,-0.10588235294117647,-0.00039999999999995595
-2,3900,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0,16,10000.0,10002.109536440536,9997.690463559464,9999.9,10000.0,28,9999.939698492462,9999.535707765128,9999.801284465297,39.0,39.0,0.0,0.0004001600640255454
-2,4000,EMERALDS,9992,10,9990,27,,,10008,10,10010,27,,,10000.0,0.0,16,10000.0,10002.084405020862,9997.720473027919,9999.90243902439,10000.0,20,9999.940886699507,9999.607137339724,9999.816004134535,37.0,37.0,0.0,0.0
-2,4100,EMERALDS,9992,12,9990,28,,,10008,12,10010,28,,,10000.0,0.0,16,10000.0,10002.060164591807,9997.749359217716,9999.904761904761,10000.0,24,9999.942252165543,9999.667577748998,9999.829633457903,40.0,40.0,0.0,0.0
-2,4200,EMERALDS,9992,11,9990,23,,,10008,11,10010,23,,,10000.0,0.0,16,10000.0,10002.036763386233,9997.777190102137,9999.906976744185,10000.0,22,9999.943449575872,9999.718719633767,9999.842253201761,34.0,34.0,0.0,0.0
-2,4300,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0,16,10000.0,10002.01415376815,9997.80402805003,9999.90909090909,10000.0,26,9999.944802207912,9999.761993536265,9999.85393814978,39.0,39.0,0.0,0.0
-2,4400,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0,16,10000.0,10001.99229181718,9997.829930405042,9999.91111111111,10000.0,22,9999.945897204689,9999.798609915302,9999.864757546093,39.0,39.0,0.0,0.0
-2,4500,EMERALDS,9992,12,9990,29,,,10008,12,10010,29,,,10000.0,0.0,16,10000.0,10001.971136963084,9997.854949993436,9999.91304347826,10000.0,24,9999.947043248014,9999.829593005255,9999.874775505641,41.0,41.0,0.0,0.0
-2,4600,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0,16,10000.0,10001.95065166338,9997.879135570662,9999.91489361702,10000.0,22,9999.948051948051,9999.855809465986,9999.884051394112,40.0,40.0,0.0,0.0
-2,4700,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0,16,10000.0,10001.93080111815,9997.902532215183,9999.916666666666,10000.0,22,9999.949022939678,9999.877992625065,9999.892640179734,40.0,40.0,0.0,0.0
-2,4800,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0,16,10000.0,10001.911553017077,9997.9251816768,9999.918367346938,10000.0,28,9999.950207468879,9999.89676299044,9999.900592759013,38.0,38.0,0.0,0.0
-2,4900,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.95141700405,9999.912645607295,9999.907956258345,37.0,37.0,0.0,0.0
-2,5000,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.95256916996,9999.926084744635,9999.914774313282,35.0,35.0,0.0,0.0
-2,5100,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,22,9999.95337995338,9999.937456322383,9999.921087327113,40.0,40.0,0.0,0.0
-2,5200,EMERALDS,9992,12,9990,25,,,10008,12,10010,25,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,24,9999.954233409611,9999.947078426632,9999.92693271029,37.0,37.0,0.0,0.0
-2,5300,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.955257270694,9999.95522020715,9999.932345102121,37.0,37.0,0.0,0.0
-2,5400,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.956236323851,9999.96210940605,9999.937356576038,44.0,44.0,0.0,0.0
-2,5500,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,26,9999.957050823192,9999.967938728196,9999.941996829664,41.0,41.0,0.0,0.0
-2,5600,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.957953749124,9999.97287123155,9999.946293360801,45.0,45.0,0.0,0.0
-2,5700,EMERALDS,9992,12,9990,29,,,10008,12,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,24,9999.958649207443,9999.977044888235,9999.95027163037,41.0,41.0,0.0,0.0
-2,5800,EMERALDS,9992,15,9990,26,,,10008,15,10010,26,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,30,9999.95948683322,9999.980576443892,9999.953955213306,41.0,41.0,0.0,0.0
-2,5900,EMERALDS,10000,8,9992,13,9990.0,28.0,10008,13,10010,28,,,10004.0,0.0,8,10004.0,10002.052877314472,9998.107122685527,10000.08,10003.047619047618,21,10000.015978695073,10000.598949298677,10000.253662234543,49.0,41.0,0.08888888888888889,0.00039999999999995595
-2,6000,EMERALDS,9992,10,9990,21,,,10008,10,10010,21,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,20,10000.015768725361,10000.506803252727,10000.234872439392,31.0,31.0,0.0,-0.0003998400639744215
-2,6100,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,22,10000.015544041451,10000.428833521539,10000.217474480918,37.0,37.0,0.0,0.0
-2,6200,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,24,10000.015306122448,10000.36285913361,10000.201365260109,35.0,35.0,0.0,0.0
-2,6300,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,26,10000.01505646173,10000.307034651516,10000.186449314915,39.0,39.0,0.0,0.0
-2,6400,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,26,10000.014814814815,10000.259798551282,10000.172638254551,39.0,39.0,0.0,0.0
-2,6500,EMERALDS,9992,13,9990,21,,,10008,13,10010,21,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,26,10000.014580801944,10000.219829543392,10000.159850235696,34.0,34.0,0.0,0.0
-2,6600,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,26,10000.014354066985,10000.186009613639,10000.148009477496,36.0,36.0,0.0,0.0
-2,6700,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,28,10000.014117647059,10000.157392750001,10000.137045812497,41.0,41.0,0.0,0.0
-2,6800,EMERALDS,9992,14,9990,23,,,10008,14,10010,23,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,28,10000.013888888889,10000.13317848077,10000.12689427083,37.0,37.0,0.0,0.0
-2,6900,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,26,10000.013683010262,10000.112689483729,10000.117494695212,41.0,41.0,0.0,0.0
-2,7000,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,28,10000.013468013469,10000.095352640079,10000.108791384457,38.0,38.0,0.0,0.0
-2,7100,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,22,10000.013303769401,10000.080683003143,10000.100732763385,37.0,37.0,0.0,0.0
-2,7200,EMERALDS,9992,14,9990,26,,,10008,14,10010,26,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,28,10000.013100436681,10000.068270233429,10000.093271077209,40.0,40.0,0.0,0.0
-2,7300,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,22,10000.012944983819,10000.057767120594,10000.086362108526,38.0,38.0,0.0,0.0
-2,7400,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0,16,10000.0,10002.052877314472,9998.107122685527,10000.08,10000.0,22,10000.012793176973,10000.048879871272,10000.079964915301,39.0,39.0,0.0,0.0
-2,7500,EMERALDS,9992,10,9990,25,,,10000,6,10008,10,10010.0,25.0,9996.0,0.0,8,9996.0,10001.892877314473,9997.947122685528,9999.92,9997.0,16,9999.97885835095,9999.425975275692,9999.777745291945,35.0,41.0,-0.07894736842105263,-0.00039999999999995595
-2,7600,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,26,9999.979144942648,9999.514286771739,9999.794208603653,41.0,41.0,0.0,0.0004001600640255454
-2,7700,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,26,9999.979423868313,9999.58901188378,9999.80945241079,38.0,38.0,0.0,0.0
-2,7800,EMERALDS,9992,14,9990,21,,,10008,14,10010,21,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,28,9999.979716024342,9999.652240824737,9999.823567047028,35.0,35.0,0.0,0.0
-2,7900,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,26,9999.97997997998,9999.705742236316,9999.836636154656,42.0,42.0,0.0,0.0
-2,8000,EMERALDS,9992,15,9990,23,,,10008,15,10010,23,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.980276134122,9999.751012661498,9999.848737180237,38.0,38.0,0.0,0.0
-2,8100,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,30,9999.980563654033,9999.789318405883,9999.859941833553,35.0,35.0,0.0,0.0
-2,8200,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,28,9999.980824544584,9999.821730958824,9999.870316512548,44.0,44.0,0.0,0.0
-2,8300,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,28,9999.981078524124,9999.849156965158,9999.879922696804,41.0,41.0,0.0,0.0
-2,8400,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,20,9999.981255857545,9999.872363585902,9999.888817311856,35.0,35.0,0.0,0.0
-2,8500,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,24,9999.981464318813,9999.891999957303,9999.897053066534,35.0,35.0,0.0,0.0
-2,8600,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,26,9999.981684981685,9999.908615348488,9999.90467876531,40.0,40.0,0.0,0.0
-2,8700,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0,16,10000.0,10001.892877314473,9997.947122685528,9999.92,10000.0,20,9999.981851179673,9999.922674525644,9999.911739597508,32.0,32.0,0.0,0.0
-2,8800,EMERALDS,9992,13,9990,20,,,10008,13,10010,20,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,26,9999.98206278027,9999.934570752468,9999.9182774051,33.0,33.0,0.0,0.0
-2,8900,EMERALDS,9992,12,9990,26,,,10008,12,10010,26,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,24,9999.982253771073,9999.94463679055,9999.92433093065,38.0,38.0,0.0,0.0
-2,9000,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.982409850483,9999.953154207387,9999.929936046898,39.0,39.0,0.0,0.0
-2,9100,EMERALDS,9992,11,9990,24,,,10008,11,10010,24,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,22,9999.982578397212,9999.960361252404,9999.93512596935,35.0,35.0,0.0,0.0
-2,9200,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.982728842833,9999.966459521265,9999.939931453102,38.0,38.0,0.0,0.0
-2,9300,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,22,9999.982891360138,9999.971619594917,9999.944380975094,37.0,37.0,0.0,0.0
-2,9400,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,22,9999.983050847457,9999.975985811083,9999.948500902865,36.0,36.0,0.0,0.0
-2,9500,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,24,9999.98322147651,9999.979680301685,9999.9523156508,35.0,35.0,0.0,0.0
-2,9600,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.983361064891,9999.982806409118,9999.955847824815,39.0,39.0,0.0,0.0
-2,9700,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,26,9999.98353909465,9999.985451576946,9999.95911835631,41.0,41.0,0.0,0.0
-2,9800,EMERALDS,9992,15,9990,23,,,10008,15,10010,23,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,30,9999.983739837398,9999.987689795877,9999.962146626212,38.0,38.0,0.0,0.0
-2,9900,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,28,9999.983922829582,9999.989583673434,9999.964950579826,39.0,39.0,0.0,0.0
-2,10000,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,22,9999.98406374502,9999.991186185214,9999.967546833172,41.0,41.0,0.0,0.0
-2,10100,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.98418972332,9999.99254215672,9999.969950771456,35.0,35.0,0.0,0.0
-2,10200,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,26,9999.984350547731,9999.993689517225,9999.972176640236,42.0,42.0,0.0,0.0
-2,10300,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,26,9999.98450813323,9999.99466036073,9999.974237629849,36.0,36.0,0.0,0.0
-2,10400,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.984627209838,9999.995481843695,9999.976145953564,32.0,32.0,0.0,0.0
-2,10500,EMERALDS,9992,10,9990,20,,,10008,10,10010,20,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,20,9999.98474446987,9999.996176944665,9999.977912919967,30.0,30.0,0.0,0.0
-2,10600,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,26,9999.984894259818,9999.996765107024,9999.979548999969,42.0,42.0,0.0,0.0
-2,10700,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,28,9999.985052316892,9999.997262782867,9999.98106388886,43.0,43.0,0.0,0.0
-2,10800,EMERALDS,9992,11,9990,22,,,10008,11,10010,22,,,10000.0,0.0,16,10000.0,10001.616244071285,9998.383755928715,10000.0,10000.0,22,9999.985174203113,9999.997683893194,9999.982466563759,33.0,33.0,0.0,0.0
-2,10900,EMERALDS,9992,15,9990,21,,,10008,15,10010,21,,,10000.0,0.0,16,10000.0,10001.051370849898,9998.788629150102,9999.92,10000.0,30,9999.9853372434,9999.998040217319,9999.983765336814,36.0,36.0,0.0,0.0
-2,11000,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0,16,10000.0,10001.051370849898,9998.788629150102,9999.92,10000.0,26,9999.98547567175,9999.998341722347,9999.984967904458,40.0,40.0,0.0,0.0
-2,11100,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0,16,10000.0,10001.051370849898,9998.788629150102,9999.92,10000.0,22,9999.985590778098,9999.998596841986,9999.986081393017,40.0,40.0,0.0,0.0
